author,published_at,updated_at,like_count,text
@Ariwils,2024-01-08T00:20:01Z,2024-01-08T00:20:01Z,1,Anis cocok jadi presiden yaman😂
@hafitisandono6508,2024-01-08T00:18:42Z,2024-01-08T00:18:42Z,0,Repot ya kalau nanti ada yg mengritik kemudian dibilangnya menghhasut
@andiniprihardianti7620,2024-01-08T00:18:14Z,2024-01-08T00:21:22Z,0,"Ratio hutang itu maksimal 30% dari pendapatan pak gemoy, itu basic sederhana hutang, sampai 50% gak masalah itu teori dari mana?? Itulah pentingnya teknokrasi dalam memimpin negara biar gak ugal2an paaaak 😓😓"
@ivanfirdaus653,2024-01-08T00:17:30Z,2024-01-08T00:17:30Z,0,Anies menang banyak 🥰🥰 dari awal nembak sampe akhir kena semua nilai 5 pa ganjar trrlalu besar di kasih nilai 11 <br><br>Dari 100 😂😂😂😂
@loossgakrewel8339,2024-01-08T00:17:28Z,2024-01-08T00:17:28Z,0,Kalo beli baru semua orang tahu harga nya ..... Tapi beli bekas banyak yg GK tau ........ wkwkwkwkwkw
@mohammadhafiseffendy410,2024-01-08T00:17:27Z,2024-01-08T00:17:27Z,1,"Gw ngakak ama yg coment dukung anis,akunnya fake smua komentarnya sma semua,pantesan rame doang dikomen di survey paling buncit hhh"
@ardhaaa,2024-01-08T00:17:22Z,2024-01-08T00:17:22Z,3,inilah politik ❤2
@thelight25,2024-01-08T00:16:47Z,2024-01-08T00:17:37Z,0,S2 dan S3 kebijakan tak diragukan.. Amin aja dulu
@ekhysnae,2024-01-08T00:15:50Z,2024-01-08T00:15:50Z,1,Ganjar tetap santai dalam menjelaskan 03 the best💪💪
@mastofamjr1206,2024-01-08T00:15:29Z,2024-01-08T00:15:29Z,0,"Ini saatnya pak anis utk serang balik paslon 02 setelah kemarin CAWAPRESNYA DI PUKUL TELAK OLEH MAS GIBRAN,,,,,<br><br>INI ISINYA SEPERTI SERANG M3NY3RANG PEMERINTAHAN SEBELUMNYA BUKAN GAGASAN BARU TERBARUKAN,,,,<br><br>SAYA HARUS AKUI P3NCAPAIAN PEMERINTAHAN KEMARIN LUAR BIASA<br><br>SEMOGA PEMIMPIN BERIKUTNYA BISA MENERUSKAN TONGKAT ESTAFET PEMERINTAHAN SEBELUMNYA,,,,<br><br>BUKAN BERANGKAT DARI NOL 0 LAGI,,,,,,<br><br>AYOLAH MELOMPAT BERSATU  MEMBANGUN NEGRI INI,,,,  <br>KLO SALAH MENYALAHKAN KAPAN AKAN SELESAI,,,,  SALAM 010203"
@Nofa.Merpati,2024-01-08T00:15:24Z,2024-01-08T00:15:24Z,2,Anis banyak OMDO doang
@PaulusUchiha,2024-01-08T00:15:20Z,2024-01-08T00:15:20Z,1,gemoysian😂
@user-fw1qz4kv9g,2024-01-08T00:14:59Z,2024-01-08T00:14:59Z,1,Yang paling tegas dan menguasai jelas pak ganjar..makjlebbb
@Uwie222,2024-01-08T00:13:55Z,2024-01-08T00:13:55Z,4,"Setelah menonton debat dari awal sampe akhir makin yakin sama 02 ,semoga 02 jadi presiden 2024 aamiin allahumma aamiin"
@airdropxann2012,2024-01-08T00:13:40Z,2024-01-08T00:13:40Z,0,"Negara amburadul jika dipimpin oleh prabowo, dari Cara menyampaikan kata2 aja udah amburadul"
@kangguru9522,2024-01-08T00:13:23Z,2024-01-08T00:13:23Z,1,pak anis selalu bikin lawan kena mental wkwk
@aguswibowo7,2024-01-08T00:13:14Z,2024-01-08T00:13:14Z,2,"Kunjungan presiden keluar negri bawa delegasi kebudayaan? Mau bawa berapa banyak orang, budaya di indonesia aja banyak ragamnya, wkwkwkk...<br>Kata2nya manis tp kalo dilaksanakan ko kayaknya malah aneh... <br><br>Kecuali kalo ada presiden dari luar negri berkunjung ke indonesia, disambut dengan pertunjukan seni budaya, itu baru masuk akal....<br><br>Btw di kolom komentar banyak banget buzzernya Pak Anies, gw yakin itu hampir semuanya orang PKS, wkwkk...."
@user-nr3dh4sp1d,2024-01-08T00:12:44Z,2024-01-08T00:12:44Z,1,02 payah kirain kuasai materi orang menhan jawabnya sama ikut ikut mulu mmkmkmmkmkmkmkk
@snowhat,2024-01-08T00:12:04Z,2024-01-08T00:12:04Z,3,Gas poll  pak anies😂😂😂😂
@keling-semprul,2024-01-08T00:11:49Z,2024-01-08T00:11:49Z,1,"Mending gemoy buka ruang publik kaya desak anis, sebagai forum menjawab hal² yang terkadala waktu di debat kpu"
@muhammadmukarim3106,2024-01-08T00:11:21Z,2024-01-08T00:11:21Z,3,Definisi K.O dikandang sendiri kah😮😮
@keling-semprul,2024-01-08T00:10:22Z,2024-01-08T00:10:22Z,1,"Namanya bekas, ya barang yang udah gak dipake pemiliknya."
@wellytan3148,2024-01-08T00:09:52Z,2024-01-08T00:09:52Z,0,Pak Anies dan pak Ganjar mantap sekali
@zulferiyennizulferiyenni1670,2024-01-08T00:09:11Z,2024-01-08T00:09:11Z,59,Closing Timnas Amin padat dan tepat. MasyaAllah. Tabarakallahufiikum smg Allah SWT meridhai pemimpin yg bertaqwa. Aamiin.
@silviamawardani5440,2024-01-08T00:08:56Z,2024-01-08T00:08:56Z,2,Sehat² pak prabowo ❤️ apapun dan bagaimanapun prabowo All in prabowo🔥
@ininin841,2024-01-08T00:08:36Z,2024-01-08T00:08:36Z,1,"kalau yg berpikir kritis dan objektif respon thdp anis mngkn blng wah debatnya anis tajam lbh berani, tegas, kritis tapi bagi yg subjektif pendukung 02 mngkn responnya dih, anis keliatan menyudutkan, ambisi mau menang, teori doang"
@tuamawerung5346,2024-01-08T00:08:29Z,2024-01-08T00:08:29Z,2,"Waktu calon Gubernur hanya sampai di mulut si Anis masalah perumahan nol Rp setelah udah jd gubernur tidak terlaksana tidak sesuai rencananya malahan jakarta jd hancur, bgmana mau jd presiden pasti hancur negara Indonesia ini.<br>Anis hanya sampai dimulut aja kinerja kerjanya tidak kelihatan, jd kita harus pinter memilih presiden yg menghidupkan kesejahteraan rakyat. Jgn qta pilih cuma banyak di ngomong doang qta pilih yg kinerja kerjanya."
@masibath3544,2024-01-08T00:06:58Z,2024-01-08T00:06:58Z,2,Terlihat jelas bahwa pak Anis berusaha menjatuhkan pak Prabowo😢.
@griyaraden387,2024-01-08T00:06:30Z,2024-01-08T00:06:30Z,0,Abah Anies for Indonesia🇮🇩
@radityaadi2701,2024-01-08T00:06:18Z,2024-01-08T00:06:18Z,5,"pak prabowo seorang pemimpin Yang kita butuhkan, Indonesia perlu perubahan. beliau tau bagaimana Indonesia dan bagaimana tegas keputusan yang akan diambil nantinya. masalah terbesar saat ini adalah korupsi dan hanya orang yang berjalan dengan kakinya sendiri yang bisa memberantas dengan tanpa konpromi"
@tohargunawan9619,2024-01-08T00:05:57Z,2024-01-08T00:05:57Z,2,"Yang patut di waspadai banyak kecurangan itu dari 02 kerena ada anaknya Jokowi, dan tolong di awasi KPU dan Bawaslu nya kerena banyak orang-orang KPU dan Bawaslu yang siap menaikkan 02 dengan menghalalkan segala cara, gak jau beda dari bapaknya yaitu Jokowi. Pas udah jadi presiden gak becus kerja, malah negara jadi kacau. Dan penuh goro2"
@meautamichannel,2024-01-08T00:05:10Z,2024-01-08T00:05:10Z,0,"Prabowo kebanyakan ngeles, ga bisa jawab jadi nyerang Anies secara pribadi"
@ayufatimah8333,2024-01-08T00:04:43Z,2024-01-08T00:04:43Z,0,"Pak prabowo ga mau ada tanya jawab sama wartawan, itu piyeeeee 😂😂😂😂"
@ardigaming7449,2024-01-08T00:04:40Z,2024-01-08T12:13:00Z,4,Jadilah tinggi tanpa menjatuhkan orang lain
@hafitisandono6508,2024-01-08T00:04:03Z,2024-01-08T00:04:03Z,0,Si Gemoysi pas debat gak mau menjawab malah menjawabnya di konferensi pers 😂😂
@awkarin8930,2024-01-08T00:03:26Z,2024-01-08T00:03:26Z,0,Makin nyakin pilih anies jadi presiden di jimbabwe 😂
@snowhat,2024-01-08T00:03:18Z,2024-01-08T00:03:18Z,2,Debat ronde 3 ini pak ganjar bercayaha❤🎉
@khairulfuadbakhti6056,2024-01-08T00:03:03Z,2024-01-08T00:03:03Z,0,Dirujak 😭
@dhofirbhsa4840,2024-01-08T00:02:48Z,2024-01-08T00:02:48Z,0,AMIN
@snowhat,2024-01-08T00:02:36Z,2024-01-08T00:02:36Z,1,"Paslon 1 menyerang paslon 2 dan paslon 2 berusaha mencari kawan untuk mendapat dukungan paslon 3 namun paslon 3 enggan menerima nya,, 😂 bisa di buat sinetron🎉"
@aliskashop,2024-01-08T00:02:34Z,2024-01-08T00:02:34Z,28,"Terkait materi kemarin, pada saat di forum APINDO, pak anies bisa menjawab dan menjelaskann setiap pertanyaan dari para ahli. Jadi ga heran 👍"
@19.muhammadraflysiregar44,2024-01-08T00:01:44Z,2024-01-08T00:01:44Z,0,Klo semua rahasia yodah gosah ada debat terkait pertahanan
@sauwkhiem5249,2024-01-08T00:01:43Z,2024-01-08T00:01:43Z,3,Anies cuma pinter ngomong....kerja NOL BESAR
@dianambar3398,2024-01-08T00:01:34Z,2024-01-08T00:01:34Z,2,"Pak anis, ngurus jakarta aja kemaren gak becus pas jadi gubernur gimana mau jadi presiden?"
@keling-semprul,2024-01-08T00:00:46Z,2024-01-08T00:00:46Z,0,Pulang debat si gemoy auto nangis guling² dah
@asgarlombok4731,2024-01-08T00:00:29Z,2024-01-08T00:00:29Z,0,Wowo kalah debat
@inyomanmerteyasa1794,2024-01-08T00:00:23Z,2024-01-08T00:00:23Z,0,Pilih ganjar n mahfud
@joishbarata,2024-01-08T00:00:14Z,2024-01-08T00:00:14Z,0,Mantap !!! Ganjar Gas PoooL..
@mayshantioktavia80,2024-01-08T00:00:10Z,2024-01-08T00:00:10Z,2,"Anis memang pintar ngomong ,menyerang ,memanncing lawan ,  tp kembali pada rakyat sebenarnya siapa yg munafik sesungguhnya  yg menyerang atau yg di serang . Menurut ku yg menyerang kelemahan lawan itu mereka sangat munafik tidak berkaca pada kerja mereka yg sesungguhnya ."
@akbarbermain9472,2024-01-07T23:59:26Z,2024-01-07T23:59:26Z,0,Ohhhhhh gituuuuu 😂😂😂😂
@ririnoktaviaaa2399,2024-01-07T23:58:18Z,2024-01-07T23:58:18Z,1,"Dari ke 3 Paslon presiden yg berdebat, siapa yg berpotensi berada di situasi simalakama untuk menjawab semua pertanyaan?<br>Ya yang jelas lah pak Prabowo, di jawab bener, salah. Di jawab salah, bener. Kenapa bisa seperti itu, karena dalam dunia militer, transparan dalam membuka data Alusista dan rahasia adalah hal paling dihindari untuk di perdebatkan, karena jika di perdebatkan, semua rahasia berpotensi akan terbuka ketika mereka tidak bisa kontrol dalam berbicara. Dari 3 Paslon kita tau yg paling banyak bicara soal data dan Alusista adalah Paslon 1 dan 3, sebagai taktik untuk mengalahkan pak Prabowo di cecar lah beliau dgn pertanyaan yg tak mungkin di jawab oleh beliau,Dan benar, pak Prabowo dinyatakan kalah dalam debat. Tp bagi seorang prajurit, lebih baik mengalah untuk kepentingan bersama daripada menang untuk kepentingan sendiri, Nah di sini kita tau kepribadian pak Prabowo yg sebenarnya. Tak lain dan tak bukan, beliau adalah NEGARAWAN SEJATI, diakui atau tidak,pak Prabowolah yg paling pengalaman dalam dunia militer.<br><br>Sekali lagi, pak Prabowo kalah dalam debat."
@lintangwisesa,2024-01-07T23:58:10Z,2024-01-07T23:58:10Z,3,"Saatnya Indonesia dipimpin oleh sosok yang cakap, cerdas dan amanah. Bukan Prabowo, bukan Ganjar. Stop Jokowi, stop PDIP."
@sutajaya9940,2024-01-07T23:58:00Z,2024-01-07T23:58:00Z,24,"Debat ini banyak di luar topik. Tapi itu adalah taktik 😂. kalau debat sesuai topik. Prabowo unggul.. Ronaldo hampir mencetak gol, maka harus di sleding sebelum masuk kotak pinalti, namanya juga politik"
@nazlakamila9751,2024-01-07T23:57:32Z,2024-01-07T23:57:32Z,0,GUA BARU TAU SELAIN SI SAMSUL..SKRG ADA JG SI OMON2 😂😂😂😂
@athosin7,2024-01-07T23:56:51Z,2024-01-07T23:56:51Z,3,MENANGKAN PRABOWO-GIBRAN
@putrajipang9432,2024-01-07T23:56:16Z,2024-01-07T23:56:16Z,0,Semoga pak anis sehat selalu Amin
@karinelili5961,2024-01-07T23:55:56Z,2024-01-07T23:55:56Z,3,"Anis cma menguasai kata2 tpi tdk bs krja, contoh Jakarta ,"
@sayyidrizki4243,2024-01-07T23:55:18Z,2024-01-07T23:55:18Z,0,Cie kabur di tanya wartawan
@mozzafahrudi5307,2024-01-07T23:53:08Z,2024-01-07T23:53:08Z,0,AMIN GASSSS..🔥🔥
@airdropxann2012,2024-01-07T23:52:58Z,2024-01-07T23:52:58Z,1,Katanya wowo melindungi rakyat tpi kasus nya penculikan
@aliwafaq,2024-01-07T23:52:50Z,2024-01-07T23:52:50Z,1,"pak anis itu bukan negarawan sejati banyak bulshitnya, lihat saja ketika dia memimpin di daerah."
@sayyidrizki4243,2024-01-07T23:51:29Z,2024-01-07T23:51:29Z,1,Kasian waktu akhir wowo hanya menjelaskan karna kekalahan nya nyata gak bisa dk tanya²
@gheghesty2915,2024-01-07T23:50:05Z,2024-01-07T23:50:05Z,0,PAK GANJAR KEREEENNNNN
@ninaosie6286,2024-01-07T23:49:37Z,2024-01-07T23:49:37Z,0,Proyek2 Pemerintah di Indo itu seperti bagi2 kue. kalau ada broker dalam project negara tujuannya utk mark up harga biar bisa bagi2 keuntungan. sayangnya Anggota pengamanan Indonesia TNI-POLRI tak sejahtera. memang Indonesia perlu banyak perubahan!!. terutama dałam menjalankan pancasila sila ke 4 dan ke 5 .
@Jihanrifa-yw7kf,2024-01-07T23:48:21Z,2024-01-07T23:48:21Z,0,"saya salut sama pak prabowo atas dedikasinya kenegara tapi justru saya kasihan saya perhatikan jalannya pincang sedikit,lebih baik pak prabowo istirahat banyakin amal jariah buat apa banyak tanah tapi ter bengkalai...maaf pak kalo kita mati  dikubur paling lebar 2kali2 mtr"
@ritasiyulan8634,2024-01-07T23:48:20Z,2024-01-07T23:48:20Z,9,Pak Mahfud ajak keluarga dong di debat selanjutnya...spy terlihat keluarga jg mendukung sepenuhnya❤
@dwiaprianti891,2024-01-07T23:47:22Z,2024-01-07T23:47:22Z,0,2
@meautamichannel,2024-01-07T23:47:17Z,2024-01-07T23:47:17Z,0,"Kenapa sih waktunya mepet banget, cuma satu menit"
@pedjalanbiasa3831,2024-01-07T23:46:56Z,2024-01-07T23:46:56Z,0,Sama aja 2 vs 1
@inanurhayati7697,2024-01-07T23:46:50Z,2024-01-07T23:46:50Z,3,Prabawo ❤❤❤
@Corazonk,2024-01-07T23:46:47Z,2024-01-07T23:46:47Z,2,"Jika Indonesia punya presiden seperti Anis NKRI HANCUR, karena tidak tahu mana yang menjadi RAHASIA NEGARA dan BUKAN. Sukanya NYINDIIIIIIRRRRR MULU. Cari cela menjatuhkan lawan. Calon presiden tipe kek gini nggak bisa. Pemimpin punya hati menyimpan kedengkian kebencian ke mana negara ini akan dibawah?????"
@yunitasari8202,2024-01-07T23:46:04Z,2024-01-07T23:46:04Z,0,2❤
@armanke13,2024-01-07T23:45:33Z,2024-01-07T23:45:33Z,0,Teknis audionya kok kresek² ya ampun tolong dievaluasi knp
@ayogelut9093,2024-01-07T23:45:25Z,2024-01-07T23:45:25Z,1,3 paslon saya suka mereka semua. TAPI saya tidak tega memilih bpk prabowo. Tapi masih dalam 2 pilihan antara AMIN &amp; GAMA.
@RestuB-JaX,2024-01-07T23:44:40Z,2024-01-07T23:44:40Z,1,minimal beretika ya guys ya
@user-wl3bc1gx5p,2024-01-07T23:44:29Z,2024-01-07T23:44:29Z,0,Nga jadi milih 02
@triwahyudi1275,2024-01-07T23:43:43Z,2024-01-07T23:43:43Z,0,AMIN PRESIDEN 2024
@melinafitri1910,2024-01-07T23:43:19Z,2024-01-07T23:43:19Z,0,"Mas anis, janji emang manis ya hahah"
@dhofirbhsa4840,2024-01-07T23:43:03Z,2024-01-07T23:43:03Z,0,Iklanya kok cuma 2 .3 sih. Gk adil
@ahmadqusairi33,2024-01-07T23:42:52Z,2024-01-07T23:42:52Z,0,Salam dulu kek ganjar” hadeh..!!😑
@kushettymahariyani8095,2024-01-07T23:42:52Z,2024-01-07T23:42:52Z,0,"Cie cie bapak nih ngomongin diri sendiri,,bukannya dia yg berambisi jadi presiden makanya nyapres sampe 4 kalii hellooowww..."
@gwonwidya1175,2024-01-07T23:42:14Z,2024-01-07T23:42:14Z,0,kok temanya tidak ada yg membhas sistem pendidikan iya. padahal itu kn dasar dari segala problem di indo. kwalitas sdm .
@taejentaejen3790,2024-01-07T23:42:00Z,2024-01-07T23:42:00Z,0,Gw jg suka nih Pak Nico Siahaan..wawasannya luas &amp; cara menyampaikannya bagus &amp; sesuai sm pak Gjr.
@homelife6871,2024-01-07T23:41:52Z,2024-01-08T01:07:53Z,1,"1. Katanya paslon 2 sangat menguasai jadi tdk perlu ada persiapan untuk debat ini alhasil data saja tdk punya<br><br>2. Seolah paslon 1 menyerang paslon 2 padahal memang topik yang dibahas terkait kepemimpinan paslon 2 wichis pertahanan negara, tapi semua opini digiring seolah paslon 1 menyerang pribadi.<br><br>3. setiap prasangka yang diucapkan paslon 2 seperti membicarakan diri sendiri<br><br>4. Timses 3 secara langsung mengatakan kalau menhan tdk ingin ditanya saat rapat. Dan saat preskon juga sudah menggambarkan pemimpin mana yang siap menghadapi rakyat dan mendengarkan suara rakyat.<br><br>5. Timses no.3 menyampaikan bahwa &quot;untuk didengar di kanca internasional harus step by step, tdk semudah itu. Kita harus meningkatkan kualitas pertahanan kita dulu&quot; Dari situ saja, pesimistik itu sudah muncul disamping itu keyakinan dari paslon 1 bahwa kita bisa dan dia in syaa Alloh bisa dan mau mencoba."
@Padiljaidistory,2024-01-07T23:40:20Z,2024-01-07T23:40:20Z,22,"BEDA KUALITAS, PAK ANIES DIATAS MEREKA...<br><br>SAYANGNYA DI INDONESIA KUANTITAS LEBIH UTAMA KETIMBANG KUALITAS...<br><br>SEMOGA KUALITAS DINIRINGI KUANTITAS"
@RizkiMuhammadRamdhan,2024-01-07T23:40:16Z,2024-01-07T23:40:16Z,2,"Si bowo dari awal sudah marah, ya gimana lagi itu kan tugasnya udah itu anggaran sebesar itu dipakai kemana aja , program food estate juga gagal yg ada pencemaran lingkungan dan imbasnya kena masyarakat, masyarakat butuh keadilan,<br>Masyarakat butuh pemimpin yang menjunjung tinggi nilai-nilai etika dan ilmu pengetahuan, bukan cuman pangkat militer"
@arisusanto547,2024-01-07T23:40:12Z,2024-01-07T23:40:12Z,0,Pertahanan memang harus di rahasiakan seperti intel klo semua orang tau mau di bawa kmna Indonesia krna ini konteksnya i tonton seluruh Indonesia...🙏🙏
@Daes1604,2024-01-07T23:37:56Z,2024-01-07T23:37:56Z,0,Heran sih Yang Masih Pilih No.1
@user-kf7en6wt6n,2024-01-07T23:37:25Z,2024-01-07T23:37:42Z,36,Pindah dukungan dari 02 ke kosong 1 ☝️ All in AMIN
@alfanubaidillah6693,2024-01-07T23:35:34Z,2024-01-07T23:35:34Z,0,Kasian jubirnya 02
@zmzaenal3614,2024-01-07T23:35:22Z,2024-01-07T23:35:22Z,1,Anis yes
@afriadiyus7794,2024-01-07T23:35:09Z,2024-01-07T23:35:09Z,1,Pak anis hebat
@anisahkaffah8012,2024-01-07T23:32:50Z,2024-01-07T23:32:50Z,3,"Pak Anies the best...debat ya seperti itu apalagi debat ini memang diharapkan....ingin melihat kemampuan, mengutarakan gagasan yg layak utk dilaksanakan, mengkritik pemimpin sebelumnya untuk memperbaiki kondisi negara yg SDH carut marut...Sekali lagi Anies Luar Biasa"
@raindrasaptonowijaya4108,2024-01-07T23:32:02Z,2024-01-07T23:32:02Z,1,Saya tadinya dukung prabowo gibran tapi setelah debat malam ini banyak sekai borok prabowo sebagai menhan yang tidak bisa di tepis! Jadi saya sadar dan akal sehat saya bekerja dengan baik. Sepertinya saya beralih ke Amin saja.
@cstgg1628,2024-01-07T23:32:00Z,2024-01-07T23:32:25Z,1,"Kok ASN terus yg gajinya dibahas. Lah kami buruh ini gimana pak/bu ?? Tiap tahun UMR ditetapkan kenyataan masih ada nerima gaji 700 rebu. Woyy woyy halooooooo. Kapan buruh  juga dapat rumah tinggal dan anaknya disekolahin gratis ?? Buruh diperhatikan juga, karyawan swasta diperhatikan juga. Jangan ASN mulu !!"
@wiramanugraha6977,2024-01-07T23:31:23Z,2024-01-07T23:31:23Z,0,"Anis sangat jago dalam berbicara, hanya berbicara, bukan untuk bekerja. Lihat jakarta? Beres kah?"
@ummahmahbubah9705,2024-01-07T23:31:21Z,2024-01-07T23:31:21Z,1,Debat I<br>1=teori<br>2=kitakan bukan anak kecil<br>3=teori<br>Debat III<br>1=Eksekusi<br>2=dieksekusi😅<br>3=teori episode 2
@cpp21,2024-01-07T23:30:57Z,2024-01-07T23:30:57Z,4,Cara Prabowo jawab hampir semua tidak nyambung pakai jurus pendekar mabok penuh emosional karena memang tidak punya visi dan gagasan amit2 jangan samapaui 02 menang.
@Daes1604,2024-01-07T23:30:39Z,2024-01-07T23:30:39Z,0,Ayo Coblos Sales Indonesia Kita butuh Sales Bukan Pemimpin yo Yang milih Pemimpin kan SDM nya Rendah
@balyaa2673,2024-01-07T23:30:33Z,2024-01-07T23:30:33Z,0,"Saya nonton di temani kopi Hitam.... <br>Judulnya Debat adu gagasan mengungkapkan visi misi.. <br>Selama nonton malah lebih kaya ke cerdas Cermat... <br>Dan lebih ke Personal menyerang ke Paslon 02...<br>Tanpa bercermin kinerja mereka di wilayah pemerintahannya lalu jika di bahas dan di serang akankah aman itu mental mereka... <br>Prabowo meski di serang secara personal terlihat panas tetapi tetap tenang... <br>Beliau memang Negara wan. <br>01 02 03<br>Semua putra putra terbaik indonesia saat ini... <br>Akan tetapi dalam debat ini tidak lebih menerangkan harusnya adu gagasan dan visi misi ke depannya... Malah cenderung menyerang personal.. <br>Miris... Kaya anak Kecil<br><a href=""http://www.youtube.com/results?search_query=%23mentalhealth"">#MentalHealth</a>"
@ErnaWati-qg9op,2024-01-07T23:30:32Z,2024-01-07T23:30:32Z,1,"Pak Anies nyerang trus pak Prabowo.,beliau jadi emosi jadi kehilangan arah."
@Azri.M16,2024-01-07T23:30:20Z,2024-01-07T23:30:20Z,0,Prabowo mantap.
@adchannel8092,2024-01-07T23:27:53Z,2024-01-07T23:27:53Z,23,"Pak anis paling mewakili suara rakyat, salam 1 kemenangan AMIN For R1 2024. Tolong diakadan debat versi narasi min. Trimakasih"
@user-mn5cp5vm8x,2024-01-07T23:27:00Z,2024-01-07T23:27:00Z,1,"O1 gak ingat dengan senior nya 02, hargain doang senior di Salamin,parah bat lohhh"
@Ayu-ii7gv,2024-01-07T23:26:39Z,2024-01-07T23:26:39Z,6,Makin mantap dukung Ganjar mahmud❤❤❤
@faizardani4039,2024-01-07T23:26:37Z,2024-01-07T23:26:37Z,2,Mata Najwa sebagai jurnalis sdh tdk Netral lgi
@rujakracer5649,2024-01-07T23:26:25Z,2024-01-07T23:26:25Z,2,No. 1 dan 3 ok
@rujakracer5649,2024-01-07T23:25:55Z,2024-01-07T23:25:55Z,0,Terakhir curhat ttg sy ditugaskan Presiden untuk … dst?
@XERIUSCHANNELemhaarifin,2024-01-07T23:25:28Z,2024-01-07T23:25:28Z,39,"sudah mulai, ℂ𝕒𝕟𝕘𝕘𝕚𝕙𝕟𝕪𝕒 ℙ𝕠𝕝𝕚𝕥𝕚𝕜𝕦𝕤, Mega masih main 2 kaki, gibran sm jokowi tidak dipecat,  masyarakat indonesia jangan mau dibodohi PDIP , pilih  yg benar."
@stvsbs6647,2024-01-07T23:25:04Z,2024-01-07T23:25:04Z,1,"Disini saya melihat pasangan 1 dan 2 lebih unggul karna jelas apa yg dibahas dengan data dan memanfaatkan waktu untuk menyanggah. Sedangkan capres 2 pak Prabowo banyak blundernya. <br>Blunder pak prabowo:<br>1. Banyak pertanyaan pak Ganjar yg gak dijawab prabowo. Ditanya apa, dijawab apa.<br>2. Prabowo sering menjawab data pak Anis dan ganjar keliru. Tapi gak pernah menunjukkan kelirunya dimana, data yg benar apa, yg benar angkanya berapa.<br>3. Prabowo minta diskusi diluar debat di sidang lain, kalo gitu untuk apa datang debat gak bisa menyanggah dan gak bisa membuktikan. Acara debat ya debat<br>3. Prabowo gak hisa memanfaatkan waktu, padahal di forum internasional itu harus menyampaikan data dengan  diberikan waktu terbatas"
@feryfriadhie,2024-01-07T23:24:44Z,2024-01-07T23:24:44Z,2,AMIN!
@bryana24,2024-01-07T23:24:23Z,2024-01-07T23:24:23Z,2,Pak anis jahatnya
@Sitampan.,2024-01-07T23:23:56Z,2024-01-07T23:23:56Z,3,"Disini terlihat mana yg lebih iklas menjadi pemimpin demi bangsa dan rakyat Indonesia,  jgn pilih paslon yg iri dan dengki yg hanya bisa mengejek dan tidak bisa memberi apresiasi atas apa yg dlsudah dicapai, berdirilah tanpa menjatuhkan org lain ..."
@Sitampan.,2024-01-07T23:23:46Z,2024-01-07T23:23:46Z,2,"Disini terlihat mana yg lebih iklas menjadi pemimpin demi bangsa dan rakyat Indonesia,  jgn pilih paslon yg iri dan dengki yg hanya bisa mengejek dan tidak bisa memberi apresiasi atas apa yg dlsudah dicapai, berdirilah tanpa menjatuhkan org lain ..."
@alfanubaidillah6693,2024-01-07T23:23:11Z,2024-01-07T23:23:11Z,39,"Pak Anies dan Pak Ganjar lebih autentik, untuk Pak Wowo, mohon maaf sudah 4x di kontestasi tapi masi belum siap dan layak🙏 salam santun❤❤❤❤"
@mzyproject,2024-01-07T23:22:46Z,2024-01-07T23:22:46Z,1,stop politik identitas lah orang2 pada ngomong semoga dari pada bilang amin gara2 paslon kocak
@gilang5725,2024-01-07T23:21:58Z,2024-01-07T23:21:58Z,0,Amin 01
@safitri-7918,2024-01-07T23:21:39Z,2024-01-07T23:22:05Z,37,Dari sini dan sebelum”nya.<br>Bisa dilihat apa yg bisa di harapkan Prabowo jika memimpin RI. Yakin bakal bener? <br>Be smart gaiss!!! (Cuman bisa ngingetin kaya gini jangan kemakan akun buzzer cari kebenerannya!!!).
@jhokingal-amin1305,2024-01-07T23:21:24Z,2024-01-07T23:21:24Z,7,&quot;Ambisi yang menggebu-gebu&quot;? Padahal yang ngomong yang sangat berambisi dan menggebu-gebu dalam menjadi seorang pemimpin di negeri ini😂😂😂
@isnawati,2024-01-07T23:20:07Z,2024-01-07T23:20:07Z,0,Sedikit aneh visbolnya isinya hurup C semua
@tiotopsatug1318,2024-01-07T23:19:45Z,2024-01-07T23:19:45Z,0,"<b>Horeee Abah Online Anies Menang Debat...!!</b> karena...<br><b>Bansos, Susu Gratis, Makan Gratis TIDAK AKAN MENSEJAHTERAKAN RAKYAT..!, Sejahtera akan dicapai jika Pemerataan Hasil Bumi (Sumber Daya Alam) Indonesia kepada seluruh Rakyat, tidak ada yang Merampok baik Asing, Aseng maupun Centeng &#39;Londo Ireng&#39;..!</b> ❤️🇮🇩<br>❤️🇮🇩<br>😊😅😂😂"
